╭──────────────┬─────────────────────────────────────────────────────────────────┬────────────────────────────────────────────────────────────────────┬───────────────────────────────────────────────────────────────────────────────┬────────────────────────────────────────────────────────────────────────────────────────╮
│              │ 1024                                                            │ 2048                                                               │ 4096                                                                          │ 8192                                                                                   │
├──────────────┼────────┬───────┬──────┬──────┬──────┬──────┬──────┬──────┬──────┼────────┬────────┬───────┬───────┬──────┬──────┬──────┬──────┬──────┼──────────┬─────────┬────────┬────────┬────────┬───────┬───────┬───────┬───────┼───────────┬──────────┬──────────┬─────────┬────────┬────────┬────────┬────────┬────────┤
│ Limit / Base │ 1      │ 2     │ 3    │ 4    │ 5    │ 6    │ 7    │ 8    │ 9    │ 1      │ 2      │ 3     │ 4     │ 5    │ 6    │ 7    │ 8    │ 9    │ 1        │ 2       │ 3      │ 4      │ 5      │ 6     │ 7     │ 8     │ 9     │ 1         │ 2        │ 3        │ 4       │ 5      │ 6      │ 7      │ 8      │ 9      │
├──────────────┼────────┼───────┼──────┼──────┼──────┼──────┼──────┼──────┼──────┼────────┼────────┼───────┼───────┼──────┼──────┼──────┼──────┼──────┼──────────┼─────────┼────────┼────────┼────────┼───────┼───────┼───────┼───────┼───────────┼──────────┼──────────┼─────────┼────────┼────────┼────────┼────────┼────────┤
│            2 │ 20/350 │ 5/127 │ 3/76 │ 1/44 │ 1/30 │ 0/24 │ 1/29 │ 1/16 │ 0/17 │ 79/985 │ 21/355 │ 8/205 │ 6/127 │ 3/90 │ 3/74 │ 1/61 │ 1/47 │ 1/36 │ 320/3004 │ 82/1073 │ 36/618 │ 21/388 │ 14/272 │ 9/223 │ 7/187 │ 6/145 │ 5/115 │ 1270/9089 │ 338/3281 │ 145/1857 │ 82/1168 │ 57/818 │ 41/689 │ 31/555 │ 24/434 │ 20/336 │
│          622 │  20/16 │   4/5 │  1/2 │  1/1 │  1/1 │  1/0 │  0/0 │  0/1 │  0/0 │  80/49 │  21/16 │   9/8 │   5/6 │  4/2 │  2/3 │  2/2 │  2/2 │  1/0 │  321/151 │   87/51 │  36/23 │  21/16 │  13/11 │  10/8 │   8/6 │   5/6 │   4/5 │  1290/458 │  335/158 │   146/72 │   84/51 │  56/36 │  40/26 │  31/25 │  24/19 │  19/16 │
│          642 │  20/14 │   5/5 │  3/1 │  1/1 │  1/0 │  1/0 │  0/1 │  0/0 │  0/0 │  80/49 │  20/17 │   9/7 │   4/6 │  3/3 │  2/3 │  1/1 │  2/1 │  1/2 │  318/149 │   84/51 │  38/23 │  21/17 │  13/12 │  10/8 │   7/8 │   7/6 │   5/5 │  1291/456 │  335/159 │   146/72 │   83/52 │  56/35 │  40/26 │  30/24 │  23/19 │  20/15 │
│          662 │  20/14 │   5/4 │  2/2 │  1/1 │  1/0 │  1/0 │  0/1 │  0/1 │  0/0 │  79/49 │  21/16 │   8/7 │   4/5 │  3/4 │  3/2 │  2/1 │  1/1 │  2/1 │  318/150 │   83/51 │  36/23 │  20/16 │  14/12 │   9/9 │   6/8 │   6/6 │   5/4 │  1266/460 │  336/158 │   146/74 │   85/52 │  56/35 │  41/26 │  29/25 │  24/20 │  20/15 │
│          682 │  21/15 │   4/5 │  2/2 │  2/0 │  0/1 │  0/0 │  0/1 │  0/0 │  0/1 │  81/49 │  21/17 │   8/8 │   6/4 │  4/4 │  3/1 │  1/2 │  1/1 │  1/0 │  324/152 │   84/52 │  36/24 │  21/17 │  14/12 │  11/8 │   7/6 │   6/7 │   5/4 │  1284/460 │  337/160 │   147/75 │   84/51 │  56/36 │  40/27 │  31/25 │  25/19 │  19/16 │
│          702 │  19/19 │   5/5 │  1/3 │  1/1 │  0/0 │  0/1 │  1/0 │  1/0 │  1/0 │  80/48 │  21/15 │   8/8 │   5/4 │  2/4 │  3/1 │  2/1 │  1/1 │  1/1 │  318/150 │   83/51 │  36/29 │  20/16 │  14/12 │  11/9 │   7/6 │   5/6 │   4/5 │  1274/458 │  337/158 │   146/88 │   84/52 │  57/34 │  40/32 │  31/23 │  25/19 │  19/15 │
│          722 │  20/16 │   6/5 │  2/2 │  1/2 │  1/1 │  1/0 │  1/0 │  0/0 │  0/0 │  80/49 │  21/17 │   9/9 │   5/5 │  3/3 │  2/2 │  1/2 │  1/2 │  1/1 │  319/150 │   84/52 │  36/29 │  20/17 │  13/11 │  10/9 │   8/8 │   7/5 │   5/6 │  1277/457 │  335/157 │   146/89 │   84/53 │  57/36 │  41/33 │  31/24 │  24/20 │  20/16 │
│          742 │  20/15 │   4/4 │  1/2 │  1/1 │  1/1 │  0/0 │  0/1 │  0/0 │  0/0 │  79/49 │  21/16 │   8/9 │   5/5 │  3/3 │  2/2 │  2/1 │  1/1 │  1/2 │  317/149 │   83/52 │  37/27 │  21/17 │  13/11 │  9/10 │   8/7 │   6/6 │   4/5 │  1284/472 │  336/158 │   147/88 │   84/53 │  57/36 │  41/32 │  31/24 │  25/18 │  20/16 │
│          762 │  20/15 │   6/5 │  2/2 │  0/1 │  1/0 │  1/0 │  1/0 │  1/0 │  1/0 │  80/49 │  20/17 │   8/9 │   5/5 │  3/4 │  2/2 │  1/2 │  1/1 │  1/1 │  319/151 │   83/51 │  37/29 │  20/16 │  14/11 │  10/9 │   8/7 │   6/6 │   4/4 │  1282/456 │  333/156 │   144/88 │   83/50 │  56/35 │  41/32 │  30/24 │  23/19 │  20/16 │
│          782 │  20/16 │   5/5 │  2/1 │  2/0 │  1/1 │  0/1 │  0/1 │  0/0 │  0/0 │  80/49 │  20/17 │   9/9 │   5/5 │  3/3 │  2/2 │  2/2 │  1/2 │  0/2 │  320/150 │   84/52 │  36/29 │  20/16 │  14/12 │ 10/10 │   8/8 │   6/5 │   5/4 │  1276/462 │  338/160 │   147/89 │   84/52 │  57/36 │  42/32 │  32/24 │  25/19 │  21/16 │
│          802 │  19/16 │   6/5 │  3/2 │  2/0 │  1/0 │  1/0 │  0/0 │  0/0 │  0/1 │  80/50 │  21/17 │  9/10 │   5/6 │  3/4 │  3/2 │  1/2 │  2/2 │  1/0 │  323/150 │   83/52 │  35/29 │  20/16 │  14/12 │  11/9 │   6/7 │   6/5 │   5/4 │  1275/456 │  334/160 │   148/89 │   84/53 │  56/36 │  41/31 │  30/24 │  25/19 │  20/16 │
│          822 │  20/16 │   4/5 │  2/2 │  1/1 │  1/1 │  1/0 │  1/0 │  1/0 │  0/0 │  81/50 │  21/17 │   9/9 │   5/5 │  3/4 │  3/3 │  2/2 │  2/1 │  1/2 │  322/152 │   84/52 │  37/29 │  21/17 │  14/15 │ 10/10 │   8/8 │   7/6 │   5/5 │  1278/457 │  339/159 │   149/87 │   84/51 │  56/44 │  39/32 │  31/24 │  24/19 │  20/16 │
│          842 │  20/15 │   5/5 │  2/2 │  2/0 │  1/0 │  1/0 │  0/1 │  0/0 │  0/1 │  80/49 │  21/17 │   9/9 │   5/5 │  4/2 │  3/3 │  2/2 │  2/0 │  1/1 │  319/149 │   83/52 │  36/28 │  21/16 │  15/14 │  10/9 │   6/8 │   6/5 │   5/5 │  1280/464 │  334/156 │   145/87 │   84/51 │  56/44 │  41/32 │  31/23 │  25/18 │  19/16 │
│          862 │  20/15 │   5/5 │  2/3 │  0/2 │  1/1 │  0/1 │  1/0 │  1/0 │  1/0 │  79/49 │  21/17 │   8/9 │   5/5 │  2/4 │  3/2 │  2/2 │  2/0 │  1/1 │  317/149 │   84/51 │  35/29 │  19/17 │  13/13 │ 10/10 │   7/6 │   5/6 │   5/4 │  1281/464 │  340/161 │   147/89 │   84/51 │  57/43 │  40/32 │  30/23 │  24/19 │  20/16 │
│          882 │  19/16 │   5/5 │  3/2 │  1/2 │  0/1 │  0/0 │  1/0 │  0/0 │  0/0 │  79/49 │  22/17 │  8/10 │   5/5 │  4/2 │  1/3 │  1/1 │  2/0 │  1/0 │  318/150 │   84/51 │  36/29 │  20/16 │  14/14 │  11/9 │   8/7 │   6/6 │   4/5 │  1274/456 │  335/160 │   147/88 │   85/52 │  57/44 │  41/32 │  30/24 │  24/20 │  21/15 │
│          902 │  20/16 │   5/6 │  2/2 │  1/0 │  0/1 │  0/1 │  0/0 │  1/0 │  0/0 │  80/50 │  21/17 │  10/9 │   6/5 │  4/3 │  2/3 │  2/2 │  1/2 │  1/2 │  317/149 │   83/52 │  37/27 │  20/16 │  14/15 │  11/9 │   7/8 │   6/6 │   5/5 │  1276/461 │  336/159 │   145/89 │   85/50 │  56/43 │  41/32 │  31/23 │  25/19 │  19/16 │
│          922 │  19/16 │   6/4 │  3/2 │  2/1 │  0/0 │  1/0 │  0/0 │  0/1 │  0/0 │  79/50 │  20/17 │  10/9 │   6/4 │  4/2 │  2/3 │  2/1 │  0/2 │  1/1 │  319/152 │   84/52 │  36/28 │  20/16 │  15/13 │  9/10 │   7/8 │   7/6 │   5/5 │  1271/459 │  335/158 │   147/87 │   84/52 │  57/43 │  41/32 │  30/24 │  23/19 │  19/19 │
